,Unnamed: 0,Dataset_ID,Organ_major,Organ_specific,Platform,Count_filtered,Mito_filtered,Gene_filtered,Pct_filtered,Total_cells,Total_cells_passed,Source,pubmed_id,pubmed_link,doi,accession
511,511,521575,brain,{'substantia_nigra'},10x_v2,0.80275229,0.05733945,0,0.86009174,1744,1729,"Agarwal, D. et al. A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders. Nat. Commun. 11, 4183 (2020).",32826893,https://pubmed.ncbi.nlm.nih.gov/32826893/,10.1038/s41467-020-17876-0,
512,512,359152,pancreas,{'pancreas'},inDrop,1.04408353,0.52204176,0,1.56612529,1724,1697,"Baron, M. et al. A Single-Cell Transcriptomic Map of the Human and Mouse Pancreas Reveals Inter- and Intra-cell Population Structure. Cell Syst 3, 346–360.e4 (2016).",27667365,https://pubmed.ncbi.nlm.nih.gov/27667365/,10.1016/j.cels.2016.08.011,GSE84133
513,513,904100,eye,{'retinal ganglion cell'},droplet,1.8443804,0.4610951,0,2.3054755,1735,1695,"Daniszewski, M. et al. Single Cell RNA Sequencing of stem cell-derived retinal ganglion cells. doi:10.1101/191395.",,,,
514,514,335591,eye,{'retina'},droplet,1.90362879,0.0594884,0,1.96311719,1681,1648,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
515,515,515487,immune,{'B_cells'},10x,1.61559889,0.05571031,6.62952646,8.30083565,1795,1646,"Das, R. et al. Early B cell changes predict autoimmunity following combination immune checkpoint blockade. J. Clin. Invest. 128, 715–720 (2018).",,,,
516,516,814748,immune,{'Blood_CD8+_T_lymphocytes'},10x,2.59192285,0.12055455,0,2.7124774,1659,1614,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
517,517,933107,immune,{'T_cells'},10x,0.70153061,0.25510204,0.06377551,1.02040816,1568,1552,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
518,518,410374,brain,{'substantia_nigra'},10x_v2,2.41269841,0,0,2.41269841,1575,1537,"Agarwal, D. et al. A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders. Nat. Commun. 11, 4183 (2020).",32826893,https://pubmed.ncbi.nlm.nih.gov/32826893/,10.1038/s41467-020-17876-0,
519,519,820296,immune,{'peripheral_blood_mononuclear_cells'},droplet,1.50032616,0.13046314,0,1.6307893,1533,1508,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
520,520,612803,lung,{'Lung_progenitors'},10x,1.01626016,0.81300813,0,1.82926829,1476,1449,"McCauley, K. B. et al. Single-Cell Transcriptomic Profiling of Pluripotent Stem Cell-Derived SCGB3A2+ Airway Epithelium. Stem Cell Reports 10, 1579–1595 (2018).",29657097,https://pubmed.ncbi.nlm.nih.gov/29657097/,10.1016/j.stemcr.2018.03.013,
521,521,848779,lung,{'alveolospheres'},10x,1.62162162,0.60810811,0,2.22972973,1480,1447,"Hurley, K. et al. Reconstructed Single-Cell Fate Trajectories Define Lineage Plasticity Windows during Differentiation of Human PSC-Derived Distal Lung Progenitors. Cell Stem Cell 26, 593–608.e8 (2020).",32004478,https://pubmed.ncbi.nlm.nih.gov/32004478/,10.1016/j.stem.2019.12.009,
522,522,394615,immune,{'tumor_immune'},droplet,2.6458616,1.76390773,0,4.40976934,1474,1409,"Wang, L. et al. The Phenotypes of Proliferating Glioblastoma Cells Reside on a Single Axis of Variation. Cancer Discov. 9, 1708–1719 (2019).",31554641,https://pubmed.ncbi.nlm.nih.gov/31554641/,10.1158/2159-8290.CD-19-0329,
523,523,737243,immune,{'cerebrospinal_fluid_leukocytes'},droplet,2.47000706,2.61115032,0,5.08115737,1417,1345,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
524,524,515036,immune,{'blood'},droplet,2.48756219,2.91400142,0,5.40156361,1407,1331,"He, S. et al. Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs. Genome Biol. 21, 294 (2020).",33287869,https://pubmed.ncbi.nlm.nih.gov/33287869/,10.1186/s13059-020-02210-0,GSE159929
525,525,449047,bone,{'pluripotent_derived_chondrocytes'},droplet,2.55661066,0.29218408,0,2.84879474,1369,1330,"Wu, C.-L. et al. Single cell transcriptomic analysis of human pluripotent stem cell chondrogenesis. Nat. Commun. 12, 362 (2021).",33441552,https://pubmed.ncbi.nlm.nih.gov/33441552/,10.1038/s41467-020-20598-y,GSE160786
526,526,382609,bone,{'pluripotent_derived_chondrocytes'},droplet,1.77646188,0.37009623,0,2.14655811,1351,1322,"Wu, C.-L. et al. Single cell transcriptomic analysis of human pluripotent stem cell chondrogenesis. Nat. Commun. 12, 362 (2021).",33441552,https://pubmed.ncbi.nlm.nih.gov/33441552/,10.1038/s41467-020-20598-y,GSE160786
527,527,626534,brain,{'substantia_nigra'},10x_v2,2.54300673,0,0,2.54300673,1337,1303,"Agarwal, D. et al. A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders. Nat. Commun. 11, 4183 (2020).",32826893,https://pubmed.ncbi.nlm.nih.gov/32826893/,10.1038/s41467-020-17876-0,
528,528,357527,bone,{'pluripotent_derived_chondrocytes'},droplet,2.64950795,0.15140045,0,2.8009084,1321,1284,"Wu, C.-L. et al. Single cell transcriptomic analysis of human pluripotent stem cell chondrogenesis. Nat. Commun. 12, 362 (2021).",33441552,https://pubmed.ncbi.nlm.nih.gov/33441552/,10.1038/s41467-020-20598-y,GSE160786
529,529,526396,immune,{'B_cells'},10x,1.52460152,1.94040194,7.83090783,11.0880111,1443,1283,"Das, R. et al. Early B cell changes predict autoimmunity following combination immune checkpoint blockade. J. Clin. Invest. 128, 715–720 (2018).",,,,
530,530,708139,heart,{'cardiovascular_progenitor_cells'},10x,0.30983734,0.54221534,0.07745933,0.92951201,1291,1279,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
531,531,782606,eye,{'retina'},droplet,2.21205187,0.38138825,0,2.51716247,1311,1278,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
532,532,748037,pancreas,{'pancreas'},inDrop,1.76515733,0.30698388,0,2.07214121,1303,1276,"Baron, M. et al. A Single-Cell Transcriptomic Map of the Human and Mouse Pancreas Reveals Inter- and Intra-cell Population Structure. Cell Syst 3, 346–360.e4 (2016).",27667365,https://pubmed.ncbi.nlm.nih.gov/27667365/,10.1016/j.cels.2016.08.011,GSE84133
533,533,273275,lung,{'Lung_progenitors'},10x,1.59616919,0.23942538,0.15961692,1.99521149,1253,1228,"McCauley, K. B. et al. Single-Cell Transcriptomic Profiling of Pluripotent Stem Cell-Derived SCGB3A2+ Airway Epithelium. Stem Cell Reports 10, 1579–1595 (2018).",29657097,https://pubmed.ncbi.nlm.nih.gov/29657097/,10.1016/j.stemcr.2018.03.013,
534,534,324878,eye,{'retina'},droplet,2.6446281,0.24793388,0,2.80991736,1210,1176,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
535,535,430080,heart,{'cardiovascular_progenitor_cells'},10x,1.24584718,1.07973422,0.08305648,2.40863787,1204,1175,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
536,536,686941,ear,{'ear'},droplet,1.55574762,0,0,1.55574762,1157,1139,"Frumm, S. M. et al. A Hierarchy of Proliferative and Migratory Keratinocytes Maintains the Tympanic Membrane. Cell Stem Cell 28, 315–330.e5 (2021).",33181078,https://pubmed.ncbi.nlm.nih.gov/33181078/,10.1016/j.stem.2020.10.006,
537,537,645215,immune,{'cerebrospinal_fluid_leukocytes'},droplet,1.3562387,0.09041591,0,1.44665461,1106,1090,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
538,538,541042,bone_marrow,{'Bone_marrow'},10x,1.10497238,0.09208103,0,1.19705341,1086,1073,"Kini Bailur, J. et al. Changes in bone marrow innate lymphoid cell subsets in monoclonal gammopathy: target for IMiD therapy. Blood Adv 1, 2343–2347 (2017).",29296884,https://pubmed.ncbi.nlm.nih.gov/29296884/,10.1182/bloodadvances.2017012732,GSE105216
539,539,408051,heart,{'cardiovascular_progenitor_cells'},10x,0.82342177,1.0978957,0,1.92131747,1093,1072,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
540,540,959979,immune,{'cerebrospinal_fluid_leukocytes'},droplet,1.54686078,2.36578708,0,3.91264786,1099,1056,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
541,541,130906,heart,{'cardiovascular_progenitor_cells'},10x,0.48216008,0.86788814,0.09643202,1.44648023,1037,1022,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
542,542,290244,eye,{'retina'},droplet,2.59259259,3.33333333,0,5.92592593,1080,1016,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
543,543,259914,muscle,{'skeletal_muscle'},droplet,1.34020619,0.20618557,0,1.54639175,970,955,"Rubenstein, A. B. et al. Single-cell transcriptional profiles in human skeletal muscle. Sci. Rep. 10, 229 (2020).",31937892,https://pubmed.ncbi.nlm.nih.gov/31937892/,10.1038/s41598-019-57110-6,GSE130646
544,544,579137,muscle,{'skeletal_muscle'},droplet,2.27743271,1.6563147,0,3.93374741,966,928,"Rubenstein, A. B. et al. Single-cell transcriptional profiles in human skeletal muscle. Sci. Rep. 10, 229 (2020).",31937892,https://pubmed.ncbi.nlm.nih.gov/31937892/,10.1038/s41598-019-57110-6,GSE130646
545,545,645540,immune,{'cerebrospinal_fluid_leukocytes'},droplet,1.30434783,2.7173913,0,4.02173913,920,883,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
546,546,845772,eye,{'retina'},droplet,2.60047281,0.11820331,0,2.71867612,846,823,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
547,547,598132,immune,{'tumor_immune'},droplet,2.19512195,2.43902439,0,4.63414634,820,782,"Wang, R. et al. Adult Human Glioblastomas Harbor Radial Glia-like Cells. Stem Cell Reports 14, 338–350 (2020).",32668221,https://pubmed.ncbi.nlm.nih.gov/32668221/,10.1016/j.stemcr.2020.06.002,
548,548,828252,immune,{'cerebrospinal_fluid_leukocytes'},droplet,1.36986301,0.1369863,0,1.50684932,730,719,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
549,549,243955,brain,{'substantia_nigra'},10x_v2,2.27596017,0,0,2.27596017,703,687,"Agarwal, D. et al. A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders. Nat. Commun. 11, 4183 (2020).",32826893,https://pubmed.ncbi.nlm.nih.gov/32826893/,10.1038/s41467-020-17876-0,
550,550,756754,brain,{'substantia_nigra'},10x_v2,1.30434783,0.28985507,0,1.5942029,690,679,"Agarwal, D. et al. A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders. Nat. Commun. 11, 4183 (2020).",32826893,https://pubmed.ncbi.nlm.nih.gov/32826893/,10.1038/s41467-020-17876-0,
551,551,351592,immune,{'tumor_immune'},droplet,1.16472546,0.99833611,0,2.16306156,601,588,"Wang, L., Catalan, F., Shamardani, K., Babikir, H. & Diaz, A. Ensemble learning for classifying single-cell data and projection across reference atlases. Bioinformatics 36, 3585–3587 (2020).",,,,
552,552,205017,brain,{'substantia_nigra'},10x_v2,1.69779287,0,0,1.69779287,589,579,"Agarwal, D. et al. A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders. Nat. Commun. 11, 4183 (2020).",32826893,https://pubmed.ncbi.nlm.nih.gov/32826893/,10.1038/s41467-020-17876-0,
553,553,826281,brain,{'substantia_nigra'},10x_v2,2.02205882,0,0,2.02205882,544,533,"Agarwal, D. et al. A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders. Nat. Commun. 11, 4183 (2020).",32826893,https://pubmed.ncbi.nlm.nih.gov/32826893/,10.1038/s41467-020-17876-0,
554,554,934442,brain,{'substantia_nigra'},10x_v2,3.01204819,0,0,3.01204819,498,483,"Agarwal, D. et al. A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders. Nat. Commun. 11, 4183 (2020).",32826893,https://pubmed.ncbi.nlm.nih.gov/32826893/,10.1038/s41467-020-17876-0,
555,555,264950,muscle,{'skeletal_muscle'},droplet,1.62271805,1.62271805,0,3.24543611,493,477,"Rubenstein, A. B. et al. Single-cell transcriptional profiles in human skeletal muscle. Sci. Rep. 10, 229 (2020).",31937892,https://pubmed.ncbi.nlm.nih.gov/31937892/,10.1038/s41598-019-57110-6,GSE130646
556,556,995992,immune,{'Cd14+_monocytes'},10x,1.43442623,3.48360656,0,4.91803279,488,464,"Goudot, C. et al. Aryl Hydrocarbon Receptor Controls Monocyte Differentiation into Dendritic Cells versus Macrophages. Immunity 47, 582–596.e6 (2017).",28930664,https://pubmed.ncbi.nlm.nih.gov/28930664/,10.1016/j.immuni.2017.08.016,
557,557,949352,immune,{'Cd14+_monocytes'},10x,0.8583691,1.93133047,0,2.78969957,466,453,"Goudot, C. et al. Aryl Hydrocarbon Receptor Controls Monocyte Differentiation into Dendritic Cells versus Macrophages. Immunity 47, 582–596.e6 (2017).",28930664,https://pubmed.ncbi.nlm.nih.gov/28930664/,10.1016/j.immuni.2017.08.016,
558,558,769259,muscle,{'skeletal_muscle'},droplet,2.01342282,0.22371365,0,2.23713647,447,437,"Rubenstein, A. B. et al. Single-cell transcriptional profiles in human skeletal muscle. Sci. Rep. 10, 229 (2020).",31937892,https://pubmed.ncbi.nlm.nih.gov/31937892/,10.1038/s41598-019-57110-6,GSE130646
559,559,724198,bladder,{'bladder'},10x,2.89855072,0,0,2.89855072,345,335,"Yu, Z. et al. Single-Cell Transcriptomic Map of the Human and Mouse Bladders. J. Am. Soc. Nephrol. 30, 2159–2176 (2019).",31462402,https://pubmed.ncbi.nlm.nih.gov/31462402/,10.1681/ASN.2019040335,GSE129845
560,560,677688,immune,{'tumor_immune'},droplet,0.82987552,2.0746888,0,2.90456432,241,234,"Wang, L. et al. Single-Cell Map of Diverse Immune Phenotypes in the Metastatic Brain Tumor Microenvironment of Non Small Cell Lung Cancer. bioRxiv 2019.12.30.890517 (2019) doi:10.1101/2019.12.30.890517.",,,,
